ts,src_ip,src_port,dst_ip,dst_port,proto,duration,src_bytes,dst_bytes,type,label
1600000455,192.168.1.179,47552,10.0.0.5,502,tcp,0.4614,2983,2035,normal,0
1600000383,192.168.1.30,45378,10.0.0.6,80,tcp,0.8299,32724,12603,ddos,1
1600000433,192.168.1.64,64202,10.0.0.2,8883,tcp,0.2286,2888,1082,normal,0
1600000148,192.168.1.132,48694,10.0.0.3,502,tcp,0.6635,391,107,normal,0
1600000536,192.168.1.12,16731,10.0.0.3,8883,tcp,0.0539,447,183,normal,0
1600000253,192.168.1.134,48157,10.0.0.1,502,tcp,1.4687,2651,761,normal,0
1600000456,192.168.1.29,33635,10.0.0.6,80,tcp,0.4831,3323,1149,normal,0
1600000863,192.168.1.148,27179,10.0.0.8,80,tcp,0.3719,843,930,normal,0
1600000016,192.168.1.167,54550,10.0.0.5,502,tcp,0.1027,3696,2138,normal,0
1600000006,192.168.1.42,11590,10.0.0.3,80,tcp,0.6208,3943,2478,normal,0
1600000234,192.168.1.93,58032,10.0.0.7,502,tcp,0.7143,83861,32526,scanning,1
1600000098,192.168.1.113,21093,10.0.0.5,8883,tcp,0.0753,2216,960,normal,0
1600000147,192.168.1.23,18970,10.0.0.6,8883,tcp,1.5042,34836,38221,ddos,1
1600000536,192.168.1.28,4914,10.0.0.6,502,tcp,0.9096,1784,2669,normal,0
1600000934,192.168.1.184,51587,10.0.0.7,80,tcp,0.8316,64407,28321,password,1
1600000924,192.168.1.183,24117,10.0.0.9,502,tcp,2.3261,822,341,normal,0
1600000934,192.168.1.142,3988,10.0.0.1,8883,tcp,0.9541,758,328,normal,0
1600000408,192.168.1.180,65041,10.0.0.4,80,tcp,0.4082,954,2011,normal,0
1600000384,192.168.1.134,5988,10.0.0.6,1883,tcp,0.4501,3185,2313,normal,0
1600000942,192.168.1.85,38416,10.0.0.6,1883,tcp,0.1784,2103,2248,normal,0
1600000206,192.168.1.56,23667,10.0.0.1,1883,tcp,0.0695,42803,72296,scanning,1
1600000787,192.168.1.50,35886,10.0.0.6,8883,tcp,1.0144,2691,1463,normal,0
1600000000,192.168.1.61,44161,10.0.0.9,1883,tcp,0.8049,91482,27504,password,1
1600000977,192.168.1.172,14903,10.0.0.1,502,tcp,0.3842,784,3359,normal,0
1600000956,192.168.1.169,6321,10.0.0.9,80,tcp,0.1574,1856,1368,normal,0
1600000163,192.168.1.87,39633,10.0.0.9,8883,tcp,1.4427,102347,50232,ddos,1
1600000177,192.168.1.179,30909,10.0.0.7,80,tcp,0.8976,266,252,normal,0
1600000915,192.168.1.156,48598,10.0.0.3,502,tcp,0.3027,5047,419,normal,0
1600000117,192.168.1.172,53029,10.0.0.8,502,tcp,0.813,14548,14738,scanning,1
1600000308,192.168.1.85,36971,10.0.0.6,1883,tcp,1.319,44846,7898,ddos,1
1600000267,192.168.1.189,47594,10.0.0.7,8883,tcp,1.3489,52902,11999,ddos,1
1600000765,192.168.1.67,42651,10.0.0.9,502,tcp,1.9402,33716,25708,ddos,1
1600000724,192.168.1.14,63389,10.0.0.7,502,tcp,0.1553,2092,301,normal,0
1600000184,192.168.1.158,41395,10.0.0.4,8883,tcp,0.8322,1339,1536,normal,0
1600000380,192.168.1.138,47061,10.0.0.2,502,tcp,0.9622,1188,731,normal,0
1600000647,192.168.1.69,58635,10.0.0.2,80,tcp,0.1992,227,516,normal,0
1600000066,192.168.1.163,33625,10.0.0.9,502,tcp,0.316,1987,899,normal,0
1600000989,192.168.1.92,22491,10.0.0.5,502,tcp,0.0067,1109,103,normal,0
1600000957,192.168.1.196,7894,10.0.0.4,80,tcp,0.8522,1294,1890,normal,0
1600000094,192.168.1.130,33937,10.0.0.2,80,tcp,0.4252,17389,48609,scanning,1
1600000933,192.168.1.64,27243,10.0.0.4,8883,tcp,0.1111,478,1111,normal,0
1600000601,192.168.1.173,9165,10.0.0.7,80,tcp,0.461,4655,3520,normal,0
1600000219,192.168.1.71,62587,10.0.0.3,8883,tcp,0.5805,3818,428,normal,0
1600000799,192.168.1.158,54976,10.0.0.4,8883,tcp,0.582,1098,1719,normal,0
1600000165,192.168.1.128,44919,10.0.0.5,8883,tcp,0.0426,3005,3452,normal,0
1600000997,192.168.1.36,14319,10.0.0.9,502,tcp,0.1753,499,148,normal,0
1600000594,192.168.1.191,61192,10.0.0.3,1883,tcp,0.7041,566,50,normal,0
1600000008,192.168.1.181,20121,10.0.0.1,80,tcp,0.2321,3636,2165,normal,0
1600000195,192.168.1.67,36402,10.0.0.5,80,tcp,0.0505,417,387,normal,0
1600000737,192.168.1.73,57314,10.0.0.6,8883,tcp,0.0828,447,334,normal,0
1600000493,192.168.1.13,31651,10.0.0.6,8883,tcp,0.5978,30743,9785,scanning,1
1600000105,192.168.1.29,64881,10.0.0.4,8883,tcp,0.8714,1636,1178,normal,0
1600000313,192.168.1.46,37375,10.0.0.6,1883,tcp,1.7503,29552,18081,scanning,1
1600000819,192.168.1.26,57574,10.0.0.9,502,tcp,0.0702,2597,1031,normal,0
1600000349,192.168.1.172,43972,10.0.0.4,80,tcp,0.8272,3366,524,normal,0
1600000959,192.168.1.90,45361,10.0.0.7,502,tcp,0.7914,41324,27626,password,1
1600000117,192.168.1.50,17366,10.0.0.5,80,tcp,0.0204,2699,1783,normal,0
1600000327,192.168.1.152,38013,10.0.0.3,80,tcp,0.123,411,167,normal,0
1600000094,192.168.1.10,4857,10.0.0.9,80,tcp,0.4314,3331,2037,normal,0
1600000349,192.168.1.81,50027,10.0.0.5,502,tcp,0.0303,11966,3211,scanning,1
1600000252,192.168.1.148,61685,10.0.0.6,80,tcp,0.9449,9896,32318,password,1
1600000875,192.168.1.18,19185,10.0.0.2,502,tcp,0.0763,2970,1836,normal,0
1600000226,192.168.1.39,60381,10.0.0.3,1883,tcp,0.0051,1383,1074,normal,0
1600000525,192.168.1.110,59428,10.0.0.7,80,tcp,0.7788,513,313,normal,0
1600000937,192.168.1.86,14985,10.0.0.5,1883,tcp,0.185,4145,2342,normal,0
1600000289,192.168.1.189,37255,10.0.0.8,502,tcp,0.4936,3538,3323,normal,0
1600000632,192.168.1.153,61463,10.0.0.1,1883,tcp,0.7785,43633,47803,scanning,1
1600000868,192.168.1.98,13854,10.0.0.7,502,tcp,0.6336,214,184,normal,0
1600000612,192.168.1.55,5229,10.0.0.7,80,tcp,0.4566,34602,47891,backdoor,1
1600000887,192.168.1.46,4015,10.0.0.2,8883,tcp,1.3317,101338,39071,ddos,1
1600000750,192.168.1.153,52451,10.0.0.4,1883,tcp,0.7976,530,422,normal,0
1600000412,192.168.1.198,32166,10.0.0.5,502,tcp,0.484,2094,1622,normal,0
1600000048,192.168.1.187,17255,10.0.0.8,502,tcp,0.2405,551,166,normal,0
1600000926,192.168.1.198,4615,10.0.0.5,1883,tcp,0.8181,19531,8276,ddos,1
1600000277,192.168.1.32,33211,10.0.0.7,502,tcp,1.0307,8801,17590,scanning,1
1600000018,192.168.1.52,29413,10.0.0.6,502,tcp,1.2798,795,1309,normal,0
1600000232,192.168.1.99,1836,10.0.0.6,8883,tcp,0.0753,2642,705,normal,0
1600000097,192.168.1.59,32522,10.0.0.3,1883,tcp,0.647,46451,16201,ddos,1
1600000932,192.168.1.116,20346,10.0.0.7,8883,tcp,0.0969,4422,3107,normal,0
1600000356,192.168.1.61,15907,10.0.0.2,80,tcp,0.0763,2202,560,normal,0
1600000673,192.168.1.164,13095,10.0.0.4,1883,tcp,1.0746,478,1533,normal,0
1600000856,192.168.1.122,26826,10.0.0.9,1883,tcp,0.1835,1681,558,normal,0
1600000413,192.168.1.188,5287,10.0.0.2,8883,tcp,0.4259,2662,1172,normal,0
1600000653,192.168.1.144,49035,10.0.0.5,80,tcp,0.1689,2675,1905,normal,0
1600000356,192.168.1.43,62257,10.0.0.4,1883,tcp,0.8688,21815,11544,ddos,1
1600000733,192.168.1.68,48888,10.0.0.1,1883,tcp,1.1583,32967,6713,backdoor,1
1600000248,192.168.1.154,32847,10.0.0.1,1883,tcp,0.37,65275,57820,backdoor,1
1600000384,192.168.1.119,45118,10.0.0.3,8883,tcp,0.0652,856,534,normal,0
1600000796,192.168.1.140,40778,10.0.0.1,1883,tcp,0.0983,718,822,normal,0
1600000079,192.168.1.195,48723,10.0.0.5,80,tcp,0.7324,1380,2610,normal,0
1600000802,192.168.1.22,50659,10.0.0.7,502,tcp,0.3859,1368,1099,normal,0
1600000007,192.168.1.158,21424,10.0.0.3,502,tcp,0.0406,1516,3783,normal,0
1600000058,192.168.1.178,46788,10.0.0.7,1883,tcp,0.3227,585,123,normal,0
1600000783,192.168.1.199,39675,10.0.0.1,8883,tcp,0.2003,3024,1641,normal,0
1600000711,192.168.1.141,50622,10.0.0.5,80,tcp,0.221,3501,376,normal,0
1600000778,192.168.1.156,1733,10.0.0.9,502,tcp,1.5931,421,210,normal,0
1600000811,192.168.1.112,14865,10.0.0.3,502,tcp,1.0381,428,402,normal,0
1600000280,192.168.1.149,5315,10.0.0.2,80,tcp,0.0991,1743,892,normal,0
1600000004,192.168.1.18,55411,10.0.0.2,80,tcp,1.5466,7686,15967,password,1
1600000951,192.168.1.75,34805,10.0.0.3,1883,tcp,0.9137,590,1078,normal,0
1600000583,192.168.1.152,49840,10.0.0.5,8883,tcp,0.314,13755,25497,password,1
1600000132,192.168.1.107,7693,10.0.0.2,502,tcp,1.2289,843,1255,normal,0
1600000397,192.168.1.77,7841,10.0.0.1,8883,tcp,0.0055,5096,2788,normal,0
1600000817,192.168.1.93,51751,10.0.0.2,1883,tcp,0.3054,10125,4608,ddos,1
1600000660,192.168.1.22,53665,10.0.0.1,1883,tcp,0.2071,4145,3383,normal,0
1600000832,192.168.1.187,56833,10.0.0.9,80,tcp,0.9595,5331,3656,normal,0
1600000930,192.168.1.111,22704,10.0.0.5,8883,tcp,1.3289,65066,76103,scanning,1
1600000140,192.168.1.34,50525,10.0.0.4,502,tcp,1.1744,32809,36969,password,1
1600000636,192.168.1.56,59525,10.0.0.1,80,tcp,0.8522,3911,1891,normal,0
1600000638,192.168.1.101,31289,10.0.0.7,1883,tcp,0.9187,2076,2653,normal,0
1600000661,192.168.1.79,6858,10.0.0.8,8883,tcp,1.2118,501,656,normal,0
1600000412,192.168.1.196,34604,10.0.0.3,1883,tcp,0.2523,24011,24960,ddos,1
1600000578,192.168.1.144,10163,10.0.0.2,502,tcp,1.0173,559,488,normal,0
1600000569,192.168.1.60,33054,10.0.0.9,1883,tcp,0.1726,2619,2261,normal,0
1600000054,192.168.1.148,56378,10.0.0.8,1883,tcp,0.298,3047,2316,normal,0
1600000171,192.168.1.11,8017,10.0.0.2,8883,tcp,0.3378,835,2589,normal,0
1600000775,192.168.1.45,4142,10.0.0.6,80,tcp,0.1049,1093,311,normal,0
1600000063,192.168.1.117,12420,10.0.0.6,8883,tcp,0.9398,3463,1763,normal,0
1600000636,192.168.1.38,37523,10.0.0.6,1883,tcp,1.144,39165,39889,scanning,1
1600000791,192.168.1.149,56234,10.0.0.2,502,tcp,0.7032,1276,2671,normal,0
1600000663,192.168.1.80,53109,10.0.0.8,1883,tcp,0.3486,4403,863,normal,0
1600000399,192.168.1.144,18386,10.0.0.3,502,tcp,0.4951,747,441,normal,0
1600000990,192.168.1.99,11804,10.0.0.1,8883,tcp,0.0377,1427,449,normal,0
1600000689,192.168.1.148,60546,10.0.0.6,8883,tcp,1.5239,343,706,normal,0
1600000523,192.168.1.70,47033,10.0.0.7,502,tcp,0.0029,1922,1933,normal,0
1600000066,192.168.1.196,14363,10.0.0.3,80,tcp,0.9216,662,682,normal,0
1600000254,192.168.1.126,57151,10.0.0.6,502,tcp,0.8707,4915,1195,normal,0
1600000089,192.168.1.56,34812,10.0.0.9,1883,tcp,0.8532,35336,26234,scanning,1
1600000774,192.168.1.183,22967,10.0.0.7,1883,tcp,0.1149,1106,499,normal,0
1600000458,192.168.1.60,18622,10.0.0.6,80,tcp,0.159,1145,3757,normal,0
1600000154,192.168.1.51,21934,10.0.0.4,502,tcp,0.3206,751,143,normal,0
1600000102,192.168.1.121,8130,10.0.0.6,502,tcp,0.0747,2640,1174,normal,0
1600000456,192.168.1.150,33203,10.0.0.1,1883,tcp,0.0558,3927,580,normal,0
1600000036,192.168.1.32,1944,10.0.0.7,1883,tcp,0.036,248,71,normal,0
1600000080,192.168.1.14,26884,10.0.0.9,1883,tcp,0.392,1429,809,normal,0
1600000738,192.168.1.139,43092,10.0.0.6,502,tcp,0.274,2853,2264,normal,0
1600000522,192.168.1.53,38722,10.0.0.8,80,tcp,0.1145,263,478,normal,0
1600000476,192.168.1.70,13121,10.0.0.8,1883,tcp,1.7596,83026,36011,backdoor,1
1600000857,192.168.1.156,8500,10.0.0.9,80,tcp,0.1192,3092,1934,normal,0
1600000738,192.168.1.184,59581,10.0.0.1,1883,tcp,0.3017,680,717,normal,0
1600000502,192.168.1.98,41714,10.0.0.9,80,tcp,1.5207,3825,1425,normal,0
1600000917,192.168.1.54,49483,10.0.0.6,1883,tcp,0.2431,1509,1179,normal,0
1600000419,192.168.1.47,17305,10.0.0.4,1883,tcp,0.6827,3760,458,normal,0
1600000062,192.168.1.141,43943,10.0.0.8,1883,tcp,0.2213,341,475,normal,0
1600000097,192.168.1.146,28098,10.0.0.6,1883,tcp,0.149,96800,57491,scanning,1
1600000571,192.168.1.85,48046,10.0.0.2,502,tcp,1.1827,2967,946,normal,0
1600000424,192.168.1.158,35535,10.0.0.1,8883,tcp,0.4127,3675,396,normal,0
1600000002,192.168.1.97,63415,10.0.0.1,502,tcp,0.1405,5253,3266,normal,0
1600000690,192.168.1.49,42533,10.0.0.8,8883,tcp,0.3081,1720,616,normal,0
1600000153,192.168.1.51,36817,10.0.0.9,502,tcp,0.9401,1271,245,normal,0
1600000529,192.168.1.198,18073,10.0.0.8,502,tcp,1.1841,28083,2900,ddos,1
1600000081,192.168.1.65,26100,10.0.0.7,502,tcp,1.26,143164,34164,backdoor,1
1600000824,192.168.1.135,59108,10.0.0.3,80,tcp,0.9656,57312,41348,ddos,1
1600000575,192.168.1.11,56708,10.0.0.9,8883,tcp,0.1878,931,141,normal,0
1600000390,192.168.1.134,20652,10.0.0.5,1883,tcp,0.1153,25730,27427,scanning,1
1600000819,192.168.1.107,53221,10.0.0.5,8883,tcp,0.8316,4761,2178,normal,0
1600000407,192.168.1.153,58600,10.0.0.7,502,tcp,1.1096,2071,1169,normal,0
1600000669,192.168.1.158,3032,10.0.0.1,1883,tcp,0.3258,598,354,normal,0
1600000564,192.168.1.11,57332,10.0.0.4,502,tcp,0.3148,838,218,normal,0
1600000363,192.168.1.128,40858,10.0.0.7,1883,tcp,0.0864,5273,1195,normal,0
1600000075,192.168.1.127,37942,10.0.0.1,80,tcp,1.2942,4103,1887,normal,0
1600000174,192.168.1.119,18716,10.0.0.4,80,tcp,1.4029,33322,43800,scanning,1
1600000023,192.168.1.172,13369,10.0.0.3,1883,tcp,0.0253,200,245,normal,0
1600000770,192.168.1.121,10773,10.0.0.8,502,tcp,1.3711,34059,35264,ddos,1
1600000080,192.168.1.144,40130,10.0.0.3,8883,tcp,0.5572,1069,230,normal,0
1600000356,192.168.1.60,8443,10.0.0.8,502,tcp,0.4282,1782,2033,normal,0
1600000308,192.168.1.34,25772,10.0.0.2,8883,tcp,0.4433,738,840,normal,0
1600000425,192.168.1.28,32819,10.0.0.8,80,tcp,0.1136,494,2399,normal,0
1600000204,192.168.1.24,45319,10.0.0.5,1883,tcp,0.3978,400,664,normal,0
1600000888,192.168.1.56,9202,10.0.0.1,1883,tcp,0.3613,467,356,normal,0
1600000728,192.168.1.21,1623,10.0.0.4,502,tcp,0.2063,22062,74456,scanning,1
1600000600,192.168.1.69,19880,10.0.0.2,502,tcp,0.0199,2190,1456,normal,0
1600000018,192.168.1.76,4975,10.0.0.1,502,tcp,0.085,1299,2747,normal,0
1600000343,192.168.1.98,12489,10.0.0.6,80,tcp,0.0907,1290,641,normal,0
1600000857,192.168.1.66,65329,10.0.0.1,502,tcp,1.3928,1122,2112,normal,0
1600000206,192.168.1.163,57916,10.0.0.7,1883,tcp,0.0226,1123,572,normal,0
1600000591,192.168.1.139,44743,10.0.0.5,502,tcp,0.3834,67514,33964,password,1
1600000301,192.168.1.195,43433,10.0.0.4,1883,tcp,1.5801,69079,48318,password,1
1600000402,192.168.1.126,52862,10.0.0.8,502,tcp,1.291,107541,13855,password,1
1600000171,192.168.1.145,24137,10.0.0.7,8883,tcp,0.7497,3891,2167,normal,0
1600000946,192.168.1.141,60545,10.0.0.7,1883,tcp,1.2089,1528,406,normal,0
1600000829,192.168.1.111,42258,10.0.0.4,502,tcp,1.1656,21826,12938,password,1
1600000888,192.168.1.163,53099,10.0.0.5,1883,tcp,0.4827,183,140,normal,0
1600000775,192.168.1.179,19679,10.0.0.6,1883,tcp,0.1102,761,3553,normal,0
1600000520,192.168.1.194,48698,10.0.0.2,502,tcp,0.6051,7727,10759,password,1
1600000336,192.168.1.85,62436,10.0.0.9,502,tcp,0.3345,2785,1794,normal,0
1600000700,192.168.1.38,44968,10.0.0.7,1883,tcp,0.2804,1657,784,normal,0
1600000950,192.168.1.118,55436,10.0.0.7,1883,tcp,0.8689,1496,1075,normal,0
1600000589,192.168.1.148,55507,10.0.0.6,1883,tcp,0.4836,945,1286,normal,0
1600000287,192.168.1.112,55852,10.0.0.7,1883,tcp,1.6229,30866,24322,scanning,1
1600000379,192.168.1.96,38429,10.0.0.6,8883,tcp,1.6331,31385,3409,backdoor,1
1600000640,192.168.1.48,19850,10.0.0.4,1883,tcp,0.3902,1641,231,normal,0
1600000689,192.168.1.172,23325,10.0.0.5,80,tcp,0.1969,1108,669,normal,0
1600000865,192.168.1.84,12304,10.0.0.8,502,tcp,1.4712,38846,5466,backdoor,1
1600000933,192.168.1.153,42318,10.0.0.1,80,tcp,1.2853,2625,2317,normal,0
1600000543,192.168.1.19,47343,10.0.0.4,80,tcp,0.5614,1803,1110,normal,0
1600000447,192.168.1.163,15685,10.0.0.9,80,tcp,0.9207,3098,1834,normal,0
1600000642,192.168.1.18,51156,10.0.0.2,80,tcp,0.2973,73382,67704,ddos,1
1600000044,192.168.1.188,3434,10.0.0.8,502,tcp,0.0647,11783,1258,ddos,1
1600000815,192.168.1.132,22428,10.0.0.4,1883,tcp,1.1084,796,762,normal,0
1600000730,192.168.1.35,45805,10.0.0.5,1883,tcp,0.5094,2243,1861,normal,0
1600000090,192.168.1.57,14740,10.0.0.2,502,tcp,1.2105,102756,46401,scanning,1
1600000669,192.168.1.26,15360,10.0.0.6,8883,tcp,1.5659,17254,2664,backdoor,1
1600000115,192.168.1.155,19184,10.0.0.6,502,tcp,0.487,1473,263,normal,0
1600000625,192.168.1.154,55249,10.0.0.6,80,tcp,0.0448,1909,719,normal,0
1600000300,192.168.1.143,37757,10.0.0.5,80,tcp,0.1665,1274,1889,normal,0
1600000248,192.168.1.11,4193,10.0.0.1,80,tcp,0.3646,2482,1832,normal,0
1600000329,192.168.1.171,19137,10.0.0.9,1883,tcp,1.2532,16963,7685,ddos,1
1600000412,192.168.1.120,63490,10.0.0.9,1883,tcp,0.6957,941,151,normal,0
1600000266,192.168.1.35,52316,10.0.0.3,502,tcp,1.2597,11456,46308,scanning,1
1600000328,192.168.1.100,25615,10.0.0.7,8883,tcp,1.7516,27868,54537,scanning,1
1600000217,192.168.1.113,47385,10.0.0.6,502,tcp,1.2534,8412,9353,password,1
1600000071,192.168.1.157,4913,10.0.0.7,8883,tcp,0.1109,735,1217,normal,0
1600000538,192.168.1.81,43748,10.0.0.5,1883,tcp,1.0936,730,452,normal,0
1600000711,192.168.1.137,55483,10.0.0.4,1883,tcp,0.2613,2014,2191,normal,0
1600000018,192.168.1.99,33910,10.0.0.7,502,tcp,0.5503,702,2633,normal,0
1600000340,192.168.1.145,63077,10.0.0.7,1883,tcp,2.389,2088,919,normal,0
1600000740,192.168.1.21,3716,10.0.0.5,502,tcp,1.2823,682,666,normal,0
1600000887,192.168.1.166,30983,10.0.0.7,1883,tcp,0.534,26126,6835,password,1
1600000091,192.168.1.32,39082,10.0.0.5,502,tcp,1.5163,90959,71045,ddos,1
1600000995,192.168.1.190,40771,10.0.0.7,502,tcp,0.3911,888,765,normal,0
1600000878,192.168.1.91,26863,10.0.0.5,502,tcp,0.1196,830,869,normal,0
1600000971,192.168.1.83,60399,10.0.0.8,80,tcp,0.162,652,141,normal,0
1600000106,192.168.1.187,27967,10.0.0.8,502,tcp,0.528,1012,666,normal,0
1600000821,192.168.1.113,43608,10.0.0.9,80,tcp,1.6165,12505,30764,ddos,1
1600000144,192.168.1.181,57930,10.0.0.9,1883,tcp,0.0409,4013,749,normal,0
1600000967,192.168.1.65,9770,10.0.0.5,1883,tcp,0.2291,335,375,normal,0
1600000619,192.168.1.60,27058,10.0.0.5,80,tcp,0.7138,36979,21154,password,1
1600000822,192.168.1.170,49533,10.0.0.3,80,tcp,0.8958,2567,2203,normal,0
1600000166,192.168.1.92,55952,10.0.0.1,8883,tcp,0.5385,12023,9051,backdoor,1
1600000893,192.168.1.86,41047,10.0.0.7,8883,tcp,0.2907,604,206,normal,0
1600000286,192.168.1.137,6206,10.0.0.2,80,tcp,1.2153,991,774,normal,0
1600000399,192.168.1.22,45867,10.0.0.4,1883,tcp,0.093,3072,1826,normal,0
1600000868,192.168.1.171,62983,10.0.0.8,80,tcp,0.7889,467,582,normal,0
1600000805,192.168.1.177,19558,10.0.0.5,8883,tcp,1.8651,42461,55185,ddos,1
1600000297,192.168.1.95,55517,10.0.0.8,502,tcp,0.6076,13859,21219,backdoor,1
1600000684,192.168.1.118,11391,10.0.0.8,502,tcp,0.9827,1040,1700,normal,0
1600000400,192.168.1.22,27322,10.0.0.6,80,tcp,0.1699,725,198,normal,0
1600000272,192.168.1.59,37437,10.0.0.8,8883,tcp,1.0455,835,579,normal,0
1600000904,192.168.1.111,39218,10.0.0.9,8883,tcp,1.2252,365,1391,normal,0
1600000740,192.168.1.86,15170,10.0.0.4,80,tcp,0.7428,8141,18574,backdoor,1
1600000464,192.168.1.27,63355,10.0.0.5,1883,tcp,0.2836,554,706,normal,0
1600000077,192.168.1.164,23417,10.0.0.4,8883,tcp,1.0121,388,653,normal,0
1600000778,192.168.1.180,33726,10.0.0.2,502,tcp,0.9203,19825,19972,password,1
1600000884,192.168.1.165,25415,10.0.0.4,502,tcp,0.0722,2049,765,normal,0
1600000179,192.168.1.175,17228,10.0.0.9,80,tcp,0.3679,20186,27762,password,1
1600000069,192.168.1.70,13966,10.0.0.4,8883,tcp,1.0053,22150,13695,scanning,1
1600000894,192.168.1.41,10512,10.0.0.9,80,tcp,0.4371,1497,873,normal,0
1600000614,192.168.1.24,8563,10.0.0.8,8883,tcp,0.679,919,1115,normal,0
1600000349,192.168.1.175,46323,10.0.0.5,1883,tcp,1.6924,51843,25610,backdoor,1
1600000811,192.168.1.198,24038,10.0.0.9,502,tcp,0.4495,664,1892,normal,0
1600000576,192.168.1.95,35664,10.0.0.2,8883,tcp,0.1041,1473,845,normal,0
1600000847,192.168.1.156,37464,10.0.0.4,1883,tcp,1.6882,1150,355,normal,0
1600000465,192.168.1.32,55747,10.0.0.5,502,tcp,0.6305,1967,1167,normal,0
1600000680,192.168.1.21,10614,10.0.0.8,502,tcp,0.14,1067,1197,normal,0
1600000574,192.168.1.54,26550,10.0.0.8,80,tcp,0.063,23759,39347,password,1
1600000906,192.168.1.70,9300,10.0.0.2,1883,tcp,0.5797,884,903,normal,0
1600000612,192.168.1.123,19308,10.0.0.3,1883,tcp,0.1165,667,756,normal,0
1600000512,192.168.1.25,6635,10.0.0.5,502,tcp,0.0768,738,410,normal,0
1600000523,192.168.1.24,25345,10.0.0.9,80,tcp,0.1617,4997,1730,normal,0
1600000666,192.168.1.185,42060,10.0.0.3,502,tcp,1.8017,27129,7300,password,1
1600000286,192.168.1.178,47594,10.0.0.6,80,tcp,1.471,615,334,normal,0
1600000200,192.168.1.155,1514,10.0.0.6,8883,tcp,0.1569,4182,398,normal,0
1600000025,192.168.1.22,45088,10.0.0.4,80,tcp,0.8212,598,853,normal,0
1600000036,192.168.1.157,36453,10.0.0.9,502,tcp,1.1328,1430,770,normal,0
1600000238,192.168.1.26,29535,10.0.0.7,8883,tcp,0.2677,1992,1538,normal,0
1600000647,192.168.1.44,42955,10.0.0.6,502,tcp,0.7173,1955,689,normal,0
1600000459,192.168.1.17,24698,10.0.0.8,80,tcp,1.5288,74930,52330,ddos,1
1600000935,192.168.1.168,8962,10.0.0.6,502,tcp,0.4226,922,2765,normal,0
1600000293,192.168.1.38,40311,10.0.0.2,8883,tcp,1.4814,24743,13772,scanning,1
1600000231,192.168.1.193,47474,10.0.0.6,502,tcp,0.6859,188,133,normal,0
1600000126,192.168.1.70,36346,10.0.0.6,8883,tcp,0.5291,35194,31035,ddos,1
1600000684,192.168.1.54,15687,10.0.0.9,1883,tcp,0.4572,3770,2498,normal,0
1600000314,192.168.1.67,60544,10.0.0.7,80,tcp,0.6074,1750,2286,normal,0
1600000052,192.168.1.118,38014,10.0.0.7,1883,tcp,0.9882,2852,3573,normal,0
1600000267,192.168.1.10,45661,10.0.0.3,502,tcp,0.7701,2272,229,normal,0
1600000401,192.168.1.147,9729,10.0.0.8,1883,tcp,0.5722,2305,1864,normal,0
1600000649,192.168.1.116,64627,10.0.0.7,8883,tcp,0.1898,2401,2492,normal,0
1600000996,192.168.1.188,31879,10.0.0.2,1883,tcp,2.0761,1327,1306,normal,0
1600000292,192.168.1.154,33981,10.0.0.5,502,tcp,0.0094,4332,1703,normal,0
1600000021,192.168.1.82,23296,10.0.0.6,80,tcp,1.624,13397,24815,password,1
1600000119,192.168.1.37,40916,10.0.0.2,80,tcp,1.0655,23397,24711,ddos,1
1600000259,192.168.1.126,51803,10.0.0.8,80,tcp,1.8322,26885,59176,scanning,1
1600000934,192.168.1.126,60055,10.0.0.3,80,tcp,0.328,1445,396,normal,0
1600000623,192.168.1.37,40882,10.0.0.1,502,tcp,0.6685,35392,27660,backdoor,1
1600000035,192.168.1.191,33944,10.0.0.6,502,tcp,0.7634,57774,37340,ddos,1
1600000297,192.168.1.136,12032,10.0.0.1,1883,tcp,0.3035,1052,1061,normal,0
1600000525,192.168.1.184,36963,10.0.0.2,8883,tcp,0.1347,494,945,normal,0
1600000142,192.168.1.93,39566,10.0.0.5,80,tcp,0.1757,20393,32397,password,1
1600000946,192.168.1.51,29449,10.0.0.2,8883,tcp,1.7024,30490,6827,password,1
1600000480,192.168.1.108,60276,10.0.0.4,80,tcp,0.5545,85845,29433,scanning,1
1600000478,192.168.1.112,23863,10.0.0.5,80,tcp,0.0259,485,1783,normal,0
1600000952,192.168.1.145,59778,10.0.0.3,502,tcp,0.4895,398,472,normal,0
1600000227,192.168.1.11,55927,10.0.0.5,1883,tcp,0.6897,30545,6199,scanning,1
1600000977,192.168.1.94,61331,10.0.0.3,8883,tcp,0.3446,3273,1704,normal,0
1600000560,192.168.1.161,3158,10.0.0.7,8883,tcp,0.053,3529,762,normal,0
1600000210,192.168.1.101,58646,10.0.0.5,8883,tcp,0.3209,986,548,normal,0
1600000717,192.168.1.38,38039,10.0.0.4,8883,tcp,1.4029,21994,8673,backdoor,1
1600000386,192.168.1.130,44796,10.0.0.3,8883,tcp,1.5724,3982,805,normal,0
1600000873,192.168.1.16,17526,10.0.0.2,80,tcp,0.6897,2052,2925,normal,0
1600000701,192.168.1.146,46143,10.0.0.8,80,tcp,0.0856,965,841,normal,0
1600000660,192.168.1.129,1693,10.0.0.3,8883,tcp,0.0409,3943,1249,normal,0
1600000716,192.168.1.123,27332,10.0.0.4,8883,tcp,0.1927,916,1145,normal,0
1600000485,192.168.1.94,24430,10.0.0.4,1883,tcp,0.3115,1171,275,normal,0
